Date,City,Air_Quality_Index,Particulate_Matter_2.5,Particulate_Matter_10,Nitrogen_Dioxide,Sulphur_Dioxide,Carbon_Monoxide,Ozone,Temperature_Celsius,Humidity,Wind_Speed,Source_of_Pollution,Latitude,Longitude
11/9/2019,Los Angeles,94,13.9,22.1,23.7,3.3,0.9,20.4,-8.2,68,1.2,Residential,34.0522,-118.2437
11/9/2019,Chicago,196,48.1,46.5,12.8,8.2,1.9,58.4,-6,90,9,Traffic,41.8781,-87.6298
11/9/2019,Houston,75,22.5,61.4,38.5,5.5,1.7,25.7,22.5,97,2.1,Industrial,29.7604,-95.3698
11/9/2019,Phoenix,192,49.9,61.2,31.8,4.9,0.6,37.7,15.2,92,2.5,Residential,33.4484,-112.074
11/9/2019,Philadelphia,173,6.3,11.6,14.4,7.4,1.6,99,-0.6,37,5.8,Industrial,39.9526,-75.1652
11/9/2019,San Antonio,154,23,59.9,41.5,7.4,0.3,90.7,-5,52,3.4,Industrial,29.4241,-98.4936
11/9/2019,San Diego,87,37.2,15.6,43.9,2.1,1.6,97.2,-8.8,70,6.9,Traffic,32.7157,-117.1611
11/9/2019,Dallas,60,40.5,21.8,35.4,4.3,1.7,71.9,25.6,91,8.6,Residential,32.7767,-96.797
11/9/2019,San Jose,92,20,34.8,24.6,2.3,0.7,49.9,6.2,46,4.7,Traffic,37.3382,-121.8863
11/10/2019,New York,143,30.5,25.6,20.8,2.3,0.4,77.2,0.6,35,2.6,Residential,40.7128,-74.006
11/10/2019,Los Angeles,85,48.3,55.5,21.9,1.1,1.5,79.5,-0.5,60,2.6,Traffic,34.0522,-118.2437
11/10/2019,Chicago,92,45.3,78.6,25.7,10,1.8,56.4,20.9,96,1.6,Traffic,41.8781,-87.6298
11/10/2019,Houston,183,15.5,41.2,13.8,3.1,0.4,41.5,20.7,78,7.2,Traffic,29.7604,-95.3698
11/10/2019,Phoenix,123,24.7,21.1,22.7,6.9,0.9,64,-9.4,90,2.6,Residential,33.4484,-112.074
11/10/2019,Philadelphia,111,13.1,14,24.6,1.8,1.9,77.1,8,48,2.1,Traffic,39.9526,-75.1652
11/10/2019,San Antonio,84,44.6,62.1,31.1,3.9,0.3,28.6,-0.2,84,5.9,Traffic,29.4241,-98.4936
11/10/2019,San Diego,117,42.5,97.1,45.1,3.7,1.2,92.5,3,34,9.6,Traffic,32.7157,-117.1611
11/10/2019,Dallas,64,10.7,90.4,13.4,1.2,1.3,39,29.5,34,5.7,Traffic,32.7767,-96.797
11/10/2019,San Jose,181,39.7,38.7,15.8,9.4,1.7,56.5,8.4,92,7.5,Industrial,37.3382,-121.8863
11/11/2019,New York,107,45.7,58.5,46.8,7.1,1.8,69.2,36.6,66,1.7,Traffic,40.7128,-74.006
11/11/2019,Los Angeles,104,41.9,79.8,32.1,1.3,0.6,39.5,12.5,53,9.4,Industrial,34.0522,-118.2437
11/11/2019,Chicago,134,16.7,46.8,15.5,5.3,1.9,63.6,36.6,52,0.7,Residential,41.8781,-87.6298
11/11/2019,Houston,150,39.8,69.9,36.6,10,1.1,30.8,24,69,4.8,Residential,29.7604,-95.3698
11/11/2019,Phoenix,110,18.5,56.9,10.1,7.2,1.8,89.1,1.2,25,5.5,Traffic,33.4484,-112.074
11/11/2019,Philadelphia,59,29,25.1,40.4,1.8,1.2,58.4,10.7,74,8,Industrial,39.9526,-75.1652
11/11/2019,San Antonio,163,18.3,90.2,9.5,5,0.1,35.4,3.1,69,3.7,Traffic,29.4241,-98.4936
11/11/2019,San Diego,134,37.1,51.3,40.2,7.4,1,77.3,-1.5,63,4.1,Industrial,32.7157,-117.1611
11/11/2019,Dallas,160,7,66.6,7.7,5.7,1.3,39.8,10.2,94,7.8,Traffic,32.7767,-96.797
11/11/2019,San Jose,138,37.6,67.6,18,7.3,0.7,83.6,4.4,50,3.6,Traffic,37.3382,-121.8863
11/12/2019,New York,125,19.8,54.9,28.1,5.2,0.8,34.6,-7.6,30,7.4,Residential,40.7128,-74.006
11/12/2019,Los Angeles,194,7.5,60.4,39.5,5.8,1.5,89,21.5,60,5.5,Traffic,34.0522,-118.2437
11/12/2019,Chicago,61,26.4,78.2,39.3,2.5,1.6,78.6,7.9,64,9.4,Residential,41.8781,-87.6298
11/12/2019,Houston,167,41.7,74.4,10.8,8,0.3,36.2,16.2,54,9.8,Industrial,29.7604,-95.3698
11/12/2019,Phoenix,144,45.6,80.4,47.4,5.7,1,89,21.2,38,0.8,Industrial,33.4484,-112.074
11/12/2019,Philadelphia,112,6.5,81.8,29.5,7.9,0.7,33.3,29.2,78,1.9,Industrial,39.9526,-75.1652
11/12/2019,San Antonio,154,27.9,46.5,17.4,4.3,1.6,58,-8.2,56,2.4,Traffic,29.4241,-98.4936
11/12/2019,San Diego,139,25.5,58.4,5.8,4.7,1.1,97.7,34.7,89,3.3,Residential,32.7157,-117.1611
11/12/2019,Dallas,83,6.2,10,26.8,9.9,1.8,48.3,4.5,29,9.6,Industrial,32.7767,-96.797
11/12/2019,San Jose,148,10.4,38.6,21.4,6.3,0.6,78.4,2.2,55,3.9,Traffic,37.3382,-121.8863
11/13/2019,New York,175,12.1,46.3,32.8,9,1.7,98,37.3,51,6.5,Industrial,40.7128,-74.006
11/13/2019,Los Angeles,154,24.9,42.9,7.8,4.8,0.5,62.4,13.7,44,7.8,Industrial,34.0522,-118.2437
11/13/2019,Chicago,74,32.5,33.4,41.7,2.5,0.3,90.4,21.4,22,7.7,Traffic,41.8781,-87.6298
11/13/2019,Houston,137,13.8,85.7,7.7,2.2,0.6,97.9,30.6,43,3.9,Industrial,29.7604,-95.3698
11/13/2019,Phoenix,57,13.5,77.5,49,5.7,1.1,38.7,19.9,76,3.2,Industrial,33.4484,-112.074
11/13/2019,Philadelphia,123,22.1,51.3,42,1,1,38,-8.1,84,7.8,Residential,39.9526,-75.1652
11/13/2019,San Antonio,155,17.5,56,9.6,6.2,0.8,92.2,6.9,39,1.3,Residential,29.4241,-98.4936
11/13/2019,San Diego,129,28.9,37.3,40,6.3,1.6,91.7,-0.2,21,7,Industrial,32.7157,-117.1611
11/13/2019,Dallas,169,8.8,66.1,8.8,5.5,1.3,97.6,12.1,50,7.1,Industrial,32.7767,-96.797
11/13/2019,San Jose,147,42.7,42.3,30.7,4,1.8,76.6,9,70,3.2,Traffic,37.3382,-121.8863
11/14/2019,New York,97,30.3,58.9,15.8,2.8,1.6,36.5,24.9,41,1.1,Industrial,40.7128,-74.006
11/14/2019,Los Angeles,87,24.1,55.9,32.4,3.2,1.7,60.5,8.4,87,2.1,Industrial,34.0522,-118.2437
11/14/2019,Chicago,157,23.1,59.5,23.6,6.3,0.5,79.8,29.7,21,3.8,Traffic,41.8781,-87.6298
11/14/2019,Houston,88,44.8,81.7,9.2,9.5,1.2,59.1,-7.7,56,1.7,Residential,29.7604,-95.3698
11/14/2019,Phoenix,58,9.2,49.2,42.4,1.9,0.9,81.9,34.8,31,3.5,Traffic,33.4484,-112.074
11/14/2019,Philadelphia,150,34.2,35,9.1,9.7,0.2,51.8,11.1,88,7.3,Residential,39.9526,-75.1652
11/14/2019,San Antonio,65,39.9,84.2,20.3,1.4,1.7,61.3,6.8,85,5.5,Industrial,29.4241,-98.4936
11/14/2019,San Diego,186,21,20.4,16.5,7,0.7,75.8,17.1,54,6,Traffic,32.7157,-117.1611
11/14/2019,Dallas,81,27.7,10.1,27.6,1.1,0.8,56.6,29.9,41,4.7,Industrial,32.7767,-96.797
11/14/2019,San Jose,191,40.2,78.5,11.7,6.1,0.8,39.8,25.1,68,0.9,Traffic,37.3382,-121.8863
11/15/2019,New York,104,12,93.9,10.4,4.7,1.6,31.8,12.6,53,2.2,Industrial,40.7128,-74.006
11/15/2019,Los Angeles,162,10.8,43.3,31.2,5.5,0.1,53.4,19.7,53,1.6,Traffic,34.0522,-118.2437
11/15/2019,Chicago,176,24,50.2,29,7.9,1.1,32.9,20.9,37,2.7,Traffic,41.8781,-87.6298
11/15/2019,Houston,102,31.9,37.1,19.3,3,1.9,96.9,2.3,81,4,Traffic,29.7604,-95.3698
11/15/2019,Phoenix,110,49.6,37.7,25.2,3.3,0.2,92.3,29.1,66,6.8,Traffic,33.4484,-112.074
11/15/2019,Philadelphia,147,31,76.9,10.1,1.6,0.4,52.8,32.5,70,3.5,Traffic,39.9526,-75.1652
11/15/2019,San Antonio,81,14.8,18.6,10.3,9.6,0.7,55,-7.8,53,8.3,Residential,29.4241,-98.4936
11/15/2019,San Diego,152,31,77.9,27.7,8.5,1.3,25.9,20.5,89,7.9,Residential,32.7157,-117.1611
11/15/2019,Dallas,117,38.2,94.5,39,6.6,0.2,22.9,28.2,66,6,Traffic,32.7767,-96.797
11/15/2019,San Jose,102,45.1,58.2,6.1,1.3,1,24.9,-5.9,44,2.7,Industrial,37.3382,-121.8863
11/16/2019,New York,93,22.8,83.5,28.2,6.4,0.7,20.5,-7.7,55,9.2,Industrial,40.7128,-74.006
11/16/2019,Los Angeles,174,26.6,42.6,13.4,9.9,0.3,31.6,26.3,41,5.6,Traffic,34.0522,-118.2437
11/16/2019,Chicago,80,39.3,19,13.1,1.8,1.1,87.9,21.2,49,4,Residential,41.8781,-87.6298
11/16/2019,Houston,128,41.2,98.2,24,6.6,1.2,48,-5,20,1,Industrial,29.7604,-95.3698
11/16/2019,Phoenix,169,12.4,22.3,10.6,1.2,1.6,36.7,21.9,51,3.3,Industrial,33.4484,-112.074
11/16/2019,Philadelphia,90,43.4,95.1,26.5,4.7,0.5,40.3,-9.5,47,3.2,Residential,39.9526,-75.1652
11/16/2019,San Antonio,62,21.6,43,44.4,7.7,1.6,25.8,13.9,75,8.8,Traffic,29.4241,-98.4936
11/16/2019,San Diego,166,48.1,34.1,19.6,3.6,0.8,83.4,-3.5,20,6.3,Industrial,32.7157,-117.1611
11/16/2019,Dallas,100,40.4,93.2,13.9,9.4,0.5,64.7,21.9,49,3.8,Traffic,32.7767,-96.797
11/16/2019,San Jose,156,20.4,52.9,40.9,4,0.8,80.1,2.5,23,2.5,Industrial,37.3382,-121.8863
11/17/2019,New York,129,40.8,67.9,19.8,9.9,1.5,97.8,39.4,39,8,Industrial,40.7128,-74.006
11/17/2019,Los Angeles,59,16.3,28.9,26.8,9.5,0.9,80.2,23.4,93,1.4,Traffic,34.0522,-118.2437
11/17/2019,Chicago,112,45.1,83.8,13.7,1,1.6,46.9,3.4,21,7.2,Traffic,41.8781,-87.6298
11/17/2019,Houston,175,41.5,21.1,45.3,1.7,1.2,84.6,5.8,32,4.7,Traffic,29.7604,-95.3698
11/17/2019,Phoenix,141,11,39.8,31.3,9.8,0.3,42.9,21.2,34,6,Industrial,33.4484,-112.074
11/17/2019,Philadelphia,140,12.8,63.2,45,1.3,0.7,52,10.4,48,2.1,Industrial,39.9526,-75.1652
11/17/2019,San Antonio,61,40.8,22.4,39.4,1.2,1.6,55.9,30.1,45,7.2,Industrial,29.4241,-98.4936
11/17/2019,San Diego,164,45.3,84.2,27.6,8.5,0.5,68,14.2,95,8.7,Traffic,32.7157,-117.1611
11/17/2019,Dallas,65,42.9,70.4,34.2,7.5,1,66.5,-2.2,24,3,Residential,32.7767,-96.797
11/17/2019,San Jose,162,25.3,27.3,39.9,2.1,0.6,29.6,-3.2,85,2.2,Traffic,37.3382,-121.8863
11/18/2019,New York,58,13.6,95.4,6.8,1.5,1.5,98.9,29.4,56,2.3,Residential,40.7128,-74.006
11/18/2019,Los Angeles,106,23.1,87.5,31.5,4.2,2,77.7,34.2,98,7.8,Residential,34.0522,-118.2437
11/18/2019,Chicago,162,39.9,73,24.4,4.8,0.2,29.3,35.7,36,1.3,Industrial,41.8781,-87.6298
11/18/2019,Houston,165,43.7,57.2,21.3,1.8,0.5,74.9,9.4,56,2.6,Traffic,29.7604,-95.3698
11/18/2019,Phoenix,198,37.7,40.5,10.4,9.9,0.2,29.5,9.2,27,4.9,Traffic,33.4484,-112.074
11/18/2019,Philadelphia,153,11.4,74.6,15.6,9.2,1.5,70.4,29.3,81,8.7,Traffic,39.9526,-75.1652
11/18/2019,San Antonio,162,7.2,44.3,7.7,9.7,1.5,89.9,2.8,74,0.8,Traffic,29.4241,-98.4936
11/18/2019,San Diego,183,49.7,44.7,5.9,7.2,0.5,74.4,12.8,24,10,Industrial,32.7157,-117.1611
11/18/2019,Dallas,67,36,77.6,38.3,5,0.7,76.9,-7.4,71,3.8,Industrial,32.7767,-96.797
11/18/2019,San Jose,188,39,54.1,48.9,2.5,1.8,84,38,50,4.2,Residential,37.3382,-121.8863
11/19/2019,New York,151,7.9,40.5,45.2,3.4,1.7,78.2,-4.5,95,2.5,Residential,40.7128,-74.006
11/19/2019,Los Angeles,153,26.6,78.4,22.6,4.6,1.8,58.4,-1.7,70,3.3,Traffic,34.0522,-118.2437
11/19/2019,Chicago,133,40.2,70.3,47.4,7.9,1.2,79.2,23.9,58,2.4,Traffic,41.8781,-87.6298
11/19/2019,Houston,86,37.4,10.4,48.4,8.1,0.6,21.6,11.9,53,2.1,Industrial,29.7604,-95.3698
11/19/2019,Phoenix,172,45.7,34.3,42.2,2.2,0.5,28.4,1.9,50,7.7,Residential,33.4484,-112.074
11/19/2019,Philadelphia,195,23.1,21.9,48.5,7.9,1.6,69,4.1,91,4.4,Traffic,39.9526,-75.1652
11/19/2019,San Antonio,138,32.1,96.9,17,7.7,1.6,28.8,-5.9,25,9.8,Industrial,29.4241,-98.4936
11/19/2019,San Diego,91,12.4,60,42.2,9.8,0.8,20.2,14.8,28,1.3,Industrial,32.7157,-117.1611
11/19/2019,Dallas,62,14.5,75.1,33.2,5.8,0.9,41.8,13.3,48,5,Industrial,32.7767,-96.797
11/19/2019,San Jose,164,28.8,98.9,18.1,7.5,0.4,26,17.3,96,4.8,Industrial,37.3382,-121.8863
11/20/2019,New York,77,36.5,75.6,6.4,8.4,0.7,52,27.4,92,6.9,Residential,40.7128,-74.006
11/20/2019,Los Angeles,175,29.1,96.9,48.9,3.3,1.3,83.3,-7.2,50,2.1,Traffic,34.0522,-118.2437
11/20/2019,Chicago,117,43.6,75.1,15.6,3.6,1.9,53.6,-9.9,42,6.9,Residential,41.8781,-87.6298
11/20/2019,Houston,178,22.4,51,22.3,2.3,0.7,85.9,-7.9,73,1.9,Residential,29.7604,-95.3698
11/20/2019,Phoenix,146,27.5,43.7,13.6,2.6,1.4,30.7,-3.7,69,2,Traffic,33.4484,-112.074
11/20/2019,Philadelphia,126,39,12.4,28.1,9.9,0.9,76.1,-6.4,77,3.5,Industrial,39.9526,-75.1652
11/20/2019,San Antonio,127,26.1,62.9,23.8,5.3,0.3,24.2,-6.6,35,3.7,Residential,29.4241,-98.4936
11/20/2019,San Diego,187,33.1,11.3,32.5,5.6,0.3,44.2,38.8,69,5.3,Industrial,32.7157,-117.1611
11/20/2019,Dallas,96,17.6,61.1,17.5,8.5,1.7,74.9,4.5,43,8.3,Residential,32.7767,-96.797
11/20/2019,San Jose,176,30.7,59.1,46.3,5.9,1.3,24.5,37.2,87,3.3,Industrial,37.3382,-121.8863
11/21/2019,New York,119,6.2,63.3,25.8,6.6,0.2,21.4,18.2,67,2.3,Residential,40.7128,-74.006
11/21/2019,Los Angeles,197,42.8,55.3,26.4,4.2,1.8,86.3,38.6,48,5.2,Residential,34.0522,-118.2437
11/21/2019,Chicago,81,41.4,41.5,6.5,6.4,2,97.9,27.3,48,2.4,Industrial,41.8781,-87.6298
11/21/2019,Houston,138,18.7,44.4,9,1.7,1.3,97.7,-5,26,4.7,Traffic,29.7604,-95.3698
11/21/2019,Phoenix,184,34.5,85.4,40.2,3.9,1.4,38.7,29.6,36,6.8,Industrial,33.4484,-112.074
11/21/2019,Philadelphia,51,26.8,23.2,31.3,6.4,1.4,83.2,2.4,43,4.7,Residential,39.9526,-75.1652
11/21/2019,San Antonio,104,39.8,27.7,10.8,9.4,0.3,61,24.2,41,5.1,Industrial,29.4241,-98.4936
11/21/2019,San Diego,116,8.7,25.7,6.4,4.7,1.9,37.3,25.8,84,6.4,Traffic,32.7157,-117.1611
11/21/2019,Dallas,73,26.7,34.9,25.4,7.6,0.2,35.8,-7.5,76,1.5,Industrial,32.7767,-96.797
11/21/2019,San Jose,88,27.2,64.9,11.3,6.9,0.6,30.3,7.5,31,3.4,Residential,37.3382,-121.8863
11/22/2019,New York,74,9.8,39,25,5.1,1.5,41,25.2,37,8,Traffic,40.7128,-74.006
11/22/2019,Los Angeles,54,36.2,93.2,34.8,5.9,0.4,26.6,19.9,76,9.7,Industrial,34.0522,-118.2437
11/22/2019,Chicago,64,36.3,89.9,12,3.8,0.8,20.3,21.5,88,4.9,Residential,41.8781,-87.6298
11/22/2019,Houston,159,46.6,81.1,12.6,2.5,0.1,94.9,-5.6,49,8.8,Traffic,29.7604,-95.3698
11/22/2019,Phoenix,94,23.1,77.1,13.6,7.5,1.8,47.6,-4.2,52,7.1,Traffic,33.4484,-112.074
11/22/2019,Philadelphia,180,14,31.6,45.9,4.1,1.7,55.3,29.4,90,9.3,Industrial,39.9526,-75.1652
11/22/2019,San Antonio,91,47.5,69.8,44.3,1.2,1.2,59.5,5.9,95,3.2,Residential,29.4241,-98.4936
11/22/2019,San Diego,171,17.9,36.5,49.6,2.2,0.6,77.3,18.9,83,1.3,Industrial,32.7157,-117.1611
11/22/2019,Dallas,54,16.7,67.8,11,7.3,0.7,53.4,1.3,53,9.2,Industrial,32.7767,-96.797
11/22/2019,San Jose,190,8.3,39.5,32,9.4,0.9,91.3,-1.9,93,2.7,Industrial,37.3382,-121.8863
11/23/2019,New York,153,28.4,84.4,48.9,3,0.5,27.2,25.4,51,6.8,Traffic,40.7128,-74.006
11/23/2019,Los Angeles,67,30.7,25.9,19.6,6.3,0.2,95.8,-3.2,70,5.6,Residential,34.0522,-118.2437
11/23/2019,Chicago,73,45.5,64.1,18.6,5.1,1.1,33.6,23.9,59,6.2,Residential,41.8781,-87.6298
11/23/2019,Houston,63,6.5,10.1,26.9,9.6,0.4,65.4,11.2,42,1.4,Industrial,29.7604,-95.3698
11/23/2019,Phoenix,125,45.4,63.3,45.5,3.6,0.1,97.8,0.8,80,2.1,Traffic,33.4484,-112.074
11/23/2019,Philadelphia,56,8.5,97.9,26,4.8,1.1,30.9,-7.8,81,5.1,Traffic,39.9526,-75.1652
11/23/2019,San Antonio,124,19.2,36.8,15.9,1.2,1.9,22.8,31.5,34,5.6,Residential,29.4241,-98.4936
11/23/2019,San Diego,106,20.2,79.4,42.8,5,0.7,44.1,19.4,36,3.6,Residential,32.7157,-117.1611
11/23/2019,Dallas,135,15.8,39.9,34,7.3,1.1,28,-6.4,95,2.6,Residential,32.7767,-96.797
11/23/2019,San Jose,124,15.4,47.5,5.9,7.8,1.9,46.7,26,88,3.2,Industrial,37.3382,-121.8863
11/24/2019,New York,70,37.2,80.6,48.7,4.8,1.7,66.6,22.2,25,1.7,Residential,40.7128,-74.006
11/24/2019,Los Angeles,164,23.6,14.1,10.1,5.1,0.8,37.9,-5.4,44,3.7,Residential,34.0522,-118.2437
11/24/2019,Chicago,164,38.2,20.4,37.6,9.3,1,95.9,23.8,49,6.7,Residential,41.8781,-87.6298
11/24/2019,Houston,122,10.8,28.2,26.7,4.2,0.4,74,10.9,33,7,Traffic,29.7604,-95.3698
11/24/2019,Phoenix,165,32.2,60.5,22.7,1.8,0.2,71.6,-2.2,47,8.4,Traffic,33.4484,-112.074
11/24/2019,Philadelphia,117,17.5,81.1,42.8,2.6,0.4,84.9,8.3,34,2.3,Industrial,39.9526,-75.1652
11/24/2019,San Antonio,161,14.8,44.5,30,1.7,1.3,67.4,33.7,69,7.9,Residential,29.4241,-98.4936
11/24/2019,San Diego,50,32.7,61.9,6,2.8,1.8,85.4,35.6,80,5.8,Residential,32.7157,-117.1611
11/24/2019,Dallas,79,7.8,29.2,27.1,6.1,1.1,94.7,10.4,90,0.6,Traffic,32.7767,-96.797
11/24/2019,San Jose,115,30.2,72.9,17.6,8.5,1.3,30.9,4.1,20,8.5,Residential,37.3382,-121.8863
11/25/2019,New York,186,6.6,52.7,46.5,7.1,0.6,98.7,-7.1,59,0.8,Industrial,40.7128,-74.006
11/25/2019,Los Angeles,107,38.2,48.3,10.8,9.7,0.2,61.5,-9.1,44,4.5,Traffic,34.0522,-118.2437
11/25/2019,Chicago,83,43.8,38.4,10.4,3.6,1.4,99.7,23.5,59,8.1,Residential,41.8781,-87.6298
11/25/2019,Houston,190,37,64.6,34.1,6.2,0.7,87,-4.8,81,7.3,Industrial,29.7604,-95.3698
11/25/2019,Phoenix,77,35.9,43.9,44.5,9.3,0.7,81.5,40,27,0.6,Industrial,33.4484,-112.074
11/25/2019,Philadelphia,107,14.4,16.2,9.7,9.4,0.5,79,30.3,84,9.7,Residential,39.9526,-75.1652
11/25/2019,San Antonio,108,6.3,27.5,41.7,7.8,0.3,47.8,-3,26,6,Traffic,29.4241,-98.4936
11/25/2019,San Diego,50,27.3,79.5,14.6,7.2,0.2,24.7,9.4,32,6.7,Industrial,32.7157,-117.1611
11/25/2019,Dallas,157,45.7,78.9,23.9,5.6,0.6,21.9,-5.2,36,1.3,Residential,32.7767,-96.797
11/25/2019,San Jose,106,39.5,88.3,12.2,3.4,1.5,73.2,-4.2,35,3.9,Residential,37.3382,-121.8863
11/26/2019,New York,68,42.1,17.2,30.6,5,0.3,34.9,39.2,41,9.1,Traffic,40.7128,-74.006
11/26/2019,Los Angeles,136,27.4,31.8,43.2,4.1,0.3,71.3,19.4,27,8.1,Industrial,34.0522,-118.2437
11/26/2019,Chicago,130,21,49.2,36.9,9.7,1.4,39.4,-8,70,8.4,Residential,41.8781,-87.6298
11/26/2019,Houston,104,17.3,42.6,28.6,9.2,0.8,89.9,-5.1,45,9.9,Traffic,29.7604,-95.3698
11/26/2019,Phoenix,170,46.1,14.7,27.7,4.5,1.3,100,-5.4,55,10,Traffic,33.4484,-112.074
11/26/2019,Philadelphia,126,34,46.5,20.1,8.4,1.6,71.1,21.5,97,1.7,Industrial,39.9526,-75.1652
11/26/2019,San Antonio,125,25.7,97.5,44.6,8.9,1.3,35.9,-4.8,48,4.4,Traffic,29.4241,-98.4936
11/26/2019,San Diego,87,11.6,89.1,24.1,1.6,1.6,43.2,38.5,69,2.8,Residential,32.7157,-117.1611
11/26/2019,Dallas,87,6.8,51.4,16.6,6.9,1.3,82.7,3.9,64,4.8,Traffic,32.7767,-96.797
11/26/2019,San Jose,153,42.5,19.8,49.3,5.3,0.7,79.2,36.9,82,6.4,Industrial,37.3382,-121.8863
11/27/2019,New York,117,30,89.2,34.2,7.1,1.6,78.2,35.2,94,2.8,Industrial,40.7128,-74.006
11/27/2019,Los Angeles,96,8.7,72.3,38.6,7.3,1.3,27.2,13.1,80,6.1,Traffic,34.0522,-118.2437
11/27/2019,Chicago,160,18.4,10.1,20.1,5.2,1,90.6,9.2,41,7.4,Traffic,41.8781,-87.6298
11/27/2019,Houston,117,22.5,16.7,24.6,4,0.7,85.1,18.5,68,7.5,Residential,29.7604,-95.3698
11/27/2019,Phoenix,120,45.7,76.8,27.7,8.9,0.9,96.3,0.4,95,6.6,Residential,33.4484,-112.074
11/27/2019,Philadelphia,143,43.6,62.6,37.1,4.3,1.5,96.7,39.4,38,4.7,Industrial,39.9526,-75.1652
11/27/2019,San Antonio,108,44.2,81.3,49,1,0.4,45.6,2.2,44,9.7,Industrial,29.4241,-98.4936
11/27/2019,San Diego,75,5.7,93.4,27.1,6.7,0.6,51.5,-9.1,78,0.9,Traffic,32.7157,-117.1611
11/27/2019,Dallas,56,38,32.1,8.8,9,0.9,46.1,2.3,32,4.1,Industrial,32.7767,-96.797
11/27/2019,San Jose,168,25.8,64.6,24.7,5.1,1.5,22,25.6,90,1.9,Traffic,37.3382,-121.8863
11/28/2019,New York,174,10.3,86.2,17.2,5.7,0.3,40.2,9.2,54,3,Traffic,40.7128,-74.006
11/28/2019,Los Angeles,154,37.4,80.3,28.6,4.6,1.4,42.4,10.4,98,8.3,Traffic,34.0522,-118.2437
11/28/2019,Chicago,71,41.9,70,43.6,3.6,0.3,31.6,36.3,46,5.6,Residential,41.8781,-87.6298
11/28/2019,Houston,119,40.5,94.2,9.5,6.6,1.7,37.4,13.5,41,6.9,Residential,29.7604,-95.3698
11/28/2019,Phoenix,59,8.6,96.6,5.5,1.9,0.2,96,22.9,21,6.7,Industrial,33.4484,-112.074
11/28/2019,Philadelphia,125,44.6,68.2,47.8,5.8,1.4,92.6,14.3,45,2.1,Residential,39.9526,-75.1652
11/28/2019,San Antonio,144,17.8,59.2,21.2,1.2,1.2,68.6,26.5,22,7.5,Industrial,29.4241,-98.4936
11/28/2019,San Diego,106,38.8,62.1,16.4,1.1,0.3,21.1,-4,34,3.7,Industrial,32.7157,-117.1611
11/28/2019,Dallas,163,9.2,91.3,21.3,5.7,1,86.8,23.1,96,6.2,Residential,32.7767,-96.797
11/28/2019,San Jose,174,48.8,36.5,8.8,8.4,0.7,63.6,38.3,83,5.5,Traffic,37.3382,-121.8863
11/29/2019,New York,57,15,57.6,35.3,3.3,1.5,99.6,1.3,35,5.1,Traffic,40.7128,-74.006
11/29/2019,Los Angeles,162,44.4,60.7,6.6,7.3,0.9,87.6,7.9,31,8.1,Residential,34.0522,-118.2437
11/29/2019,Chicago,186,28.1,23.9,46.6,8.1,1.2,53.8,2.1,63,3.6,Industrial,41.8781,-87.6298
11/29/2019,Houston,163,35.5,79.5,9.7,7.4,1.6,98.4,-3.5,88,7.6,Industrial,29.7604,-95.3698
11/29/2019,Phoenix,94,40.2,12.6,35.3,7.9,1.4,86.4,30.5,91,5.1,Industrial,33.4484,-112.074
11/29/2019,Philadelphia,140,28.3,17,19.3,8.1,0.8,40.3,35.5,60,9.2,Residential,39.9526,-75.1652
11/29/2019,San Antonio,166,7.2,36.9,30.7,1.3,1.2,99.5,5.7,45,0.6,Industrial,29.4241,-98.4936
11/29/2019,San Diego,102,5,46.3,9.4,7.5,1.5,22.1,-8.7,23,0.9,Traffic,32.7157,-117.1611
11/29/2019,Dallas,70,23.2,58.6,33.5,4.9,0.6,33.4,3.7,23,5,Traffic,32.7767,-96.797
11/29/2019,San Jose,55,29.2,17.9,35.9,9.2,0.2,86.7,11,58,2.4,Industrial,37.3382,-121.8863
11/30/2019,New York,183,20.7,55.6,39.2,4.6,0.9,93.6,26.8,39,7.8,Residential,40.7128,-74.006
11/30/2019,Los Angeles,168,39.2,98.6,20.4,5.8,0.4,92.5,-4.2,48,9.7,Industrial,34.0522,-118.2437
11/30/2019,Chicago,96,27.3,84.2,23.4,5,1,98.5,14.1,67,8.4,Industrial,41.8781,-87.6298
11/30/2019,Houston,132,14.9,68.4,29.6,9.9,0.3,20.6,12.6,28,7.6,Industrial,29.7604,-95.3698
11/30/2019,Phoenix,152,7.6,37.7,7.7,7.3,0.8,56.4,31.6,41,5.4,Residential,33.4484,-112.074
11/30/2019,Philadelphia,103,5.6,72.7,31.4,4.6,1.9,22.6,19.2,63,8.6,Traffic,39.9526,-75.1652
11/30/2019,San Antonio,163,38.1,33.2,12.1,3.5,0.7,77.3,18.2,50,6.1,Traffic,29.4241,-98.4936
11/30/2019,San Diego,78,9.3,13.4,26.4,4.5,1,79.8,13.7,49,6.4,Traffic,32.7157,-117.1611
11/30/2019,Dallas,122,25.2,70,25.7,2.9,1.2,30,27.8,78,6.2,Industrial,32.7767,-96.797
11/30/2019,San Jose,112,18.4,63.3,27.5,2.9,0.5,67.6,33.5,26,4.8,Residential,37.3382,-121.8863
12/1/2019,New York,163,16.2,40.1,47.4,5.4,0.9,23.9,18.3,87,1.2,Industrial,40.7128,-74.006
12/1/2019,Los Angeles,69,40,31.8,34.9,5.2,0.8,32.4,29.6,32,9.1,Residential,34.0522,-118.2437
